Date;Match ID;League;country;Time;Status;Diff_Prob;OddAsianOverGoals_FT;AsianOverGoals_FT;OddAsianUnderGoals_FT;AsianUnderGoals_FT;corners_home;corners_away;corners_FT;corners_home_HT;corners_away_HT;Corners_HT;attack_FT;dangerous_attack_FT;possession_FT;Home;Home Pos;Home Red Cards;Home Yellow Cards;Odd_H_FT;Goals_H_HT;Goals_H_FT;Score;Odd_D_FT;Away;Away Pos;Away Red Cards;Away Yellow Cards;Odd_A_FT;Goals_A_HT;Goals_A_FT;Handicap;Corners (FT);Corners (HT);Total Goals Line (FT);Total Goals Line (HT);Dangerous Attacks (FT);Dangerous Attacks (HT);half_dangerous_attack_away;half_dangerous_attack_home;half_possession_away;half_possession_home;half_shoot_off_target_away;half_shoot_off_target_home;half_shoot_on_target_away;half_shoot_on_target_home;odds_lose_odds;odds_win_odds;odds_draw_odds;handicap_goal_over_line;handicap_goal_over_odds;handicap_goal_under_odds;handicap_goal_under_line;attack_away;attack_home;dangerous_attack_away;dangerous_attack_home;possession_away;possession_home;shoot_off_target_away;shoot_off_target_home;shoot_on_target_away;shoot_on_target_home;GoalMinutes;goal_minutes_real;goal_periods;is_extra_time;goal_scorers;goal_diff_before_list;goal_diff_after_list;period_result_before_list;period_result_after_list;pct_time_drawing;pct_time_home_winning;pct_time_away_winning;pct_time_drawing_HT;pct_time_home_winning_HT;pct_time_away_winning_HT;category;api_H_id;api_H_team;api_A_id;api_A_team
2026-04-28;193660540;Australia Cup Qualifying;Australia;06:30;Schedule;-0.1814882032667876;1.8;3.0, 3.5;2.0;3.0, 3.5;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;;Fraser Park;;0.0;0.0;2.9;0;0.0;0 - 0;4.0;Bankstown City Lions FC;;0.0;0.0;1.9;0;0.0;+1.0;0 - 0;0-0;3.25;1.5;-;nan;;;;;;;;;;;;;;;;0.0;0.0;0.0;0.0;;;0.0;0.0;0.0;0.0;nan;[];[];[];[];[];[];[];[];1.0;0.0;0.0;1.0;0.0;0.0;;;;171998.0;Bankstown City FC
2026-04-28;193670130;Denmark U19 League;Denmark;07:00;Schedule;0.4358796830525425;1.95;3.5, 4.0;1.85;3.5, 4.0;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;;Brondby U19;;0.0;0.0;1.5;0;0.0;0 - 0;4.5;Esbjerg U19;;0.0;0.0;4.333;0;0.0;-1.25;0 - 0;0-0;3.75;1.5;-;nan;;;;;;;;;;;;;;;;0.0;0.0;0.0;0.0;;;0.0;0.0;0.0;0.0;nan;[];[];[];[];[];[];[];[];1.0;0.0;0.0;1.0;0.0;0.0;Youth;;;379376.0;Esbjerg
2026-04-28;193663563;Australia Cup Qualifying;Australia;07:00;Schedule;-0.22222222222222227;1.925;3.5, 4.0;1.875;3.5, 4.0;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;;Williamstown;;0.0;0.0;3.0;0;0.0;0 - 0;4.5;Old Scotch SC;;0.0;0.0;1.8;0;0.0;+0.5;0 - 0;0-0;3.75;1.5;-;nan;;;;;;;;;;;;;;;;0.0;0.0;0.0;0.0;;;0.0;0.0;0.0;0.0;nan;[];[];[];[];[];[];[];[];1.0;0.0;0.0;1.0;0.0;0.0;;;;;
2026-04-28;193663559;Australia Cup Qualifying;Australia;07:00;Schedule;-0.5142857142857142;1.85;3.0;1.95;3.0;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;;Whittlesea United;;0.0;0.0;5.0;0;0.0;0 - 0;5.0;North Sunshine Eagles;;0.0;0.0;1.4;0;0.0;+1.25;0 - 0;0-0;3.0;1.25;-;nan;;;;;;;;;;;;;;;;0.0;0.0;0.0;0.0;;;0.0;0.0;0.0;0.0;nan;[];[];[];[];[];[];[];[];1.0;0.0;0.0;1.0;0.0;0.0;;;;364602.0;North Sunshine Eagles FC
2026-04-28;193660550;Australia Cup Qualifying;Australia;07:00;Schedule;0.5731378299120233;1.85;3.5;1.95;3.5;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;;Hakoah Sydney City East;;0.0;0.0;1.364;0;0.0;0 - 0;4.5;Bonnyrigg White Eagles;;0.0;0.0;6.25;0;0.0;-1.5;0 - 0;0-0;3.5;1.5;-;nan;;;;;;;;;;;;;;;;0.0;0.0;0.0;0.0;;;0.0;0.0;0.0;0.0;nan;[];[];[];[];[];[];[];[];1.0;0.0;0.0;1.0;0.0;0.0;;;;73712.0;Bonnyrigg W. E.
2026-04-28;193661080;Australia Cup Qualifying;Australia;07:00;Schedule;0.6666666666666667;2.0;3.5;1.8;3.5;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;;Eltham Redbacks;;0.0;0.0;1.25;0;0.0;0 - 0;6.0;Essendon Royals;;0.0;0.0;7.5;0;0.0;-1.75;0 - 0;0-0;3.5;1.5;-;nan;;;;;;;;;;;;;;;;0.0;0.0;0.0;0.0;;;0.0;0.0;0.0;0.0;nan;[];[];[];[];[];[];[];[];1.0;0.0;0.0;1.0;0.0;0.0;;;;;
2026-04-28;193693431;Thailand Division 3;Thailand;08:00;Schedule;-0.007843137254901933;1.9;2.0, 2.5;1.9;2.0, 2.5;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;;Chiangmai FC;;0.0;0.0;2.55;0;0.0;0 - 0;3.1;Uttaradit FC;;0.0;0.0;2.5;0;0.0;0.0;0 - 0;0-0;2.25;1.0;-;nan;;;;;;;;;;;;;;;;0.0;0.0;0.0;0.0;;;0.0;0.0;0.0;0.0;nan;[];[];[];[];[];[];[];[];1.0;0.0;0.0;1.0;0.0;0.0;;;;344394.0;Uttaradit Saksiam FC
2026-04-28;193662780;Türkiye 3. Lig Promotion Group Play-off;Turkey;09:00;Schedule;0.08995502248875564;2.025;2.0, 2.5;1.775;2.0, 2.5;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;;Karadeniz Eregli;;0.0;0.0;2.3;0;0.0;0 - 0;3.0;Yozgat Bozokspor;;0.0;0.0;2.9;0;0.0;-0.25;0 - 0;0-0;2.25;0.75;-;nan;;;;;;;;;;;;;;;;0.0;0.0;0.0;0.0;;;0.0;0.0;0.0;0.0;nan;[];[];[];[];[];[];[];[];1.0;0.0;0.0;1.0;0.0;0.0;;496544.0;Karadeniz Eregli Belediye SK;1059706.0;Yozgat Bld Bozokspor
2026-04-28;193608301;Indonesia Super League;Indonesia;09:00;Schedule;-0.7280701754385965;1.975;3.5, 4.0;1.825;3.5, 4.0;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;;PSBS Biak;;0.0;0.0;9.5;0;0.0;0 - 0;6.25;Malut United FC;;0.0;0.0;1.2;0;0.0;+2.25;0 - 0;0-0;3.75;1.5;-;nan;;;;;;;;;;;;;;;;0.0;0.0;0.0;0.0;;;0.0;0.0;0.0;0.0;nan;[];[];[];[];[];[];[];[];1.0;0.0;0.0;1.0;0.0;0.0;;331325.0;PSBS Biak;1055373.0;Malut United
2026-04-28;193672693;Hong Kong U22 Cup;Hong Kong;09:30;Schedule;0.29332450988501946;1.95;3.5;1.85;3.5;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;;Tai Po U22;;0.0;0.0;1.727;0;0.0;0 - 0;4.0;North District U22;;0.0;0.0;3.5;0;0.0;-0.75;0 - 0;0-0;3.5;1.5;-;nan;;;;;;;;;;;;;;;;0.0;0.0;0.0;0.0;;;0.0;0.0;0.0;0.0;nan;[];[];[];[];[];[];[];[];1.0;0.0;0.0;1.0;0.0;0.0;Youth;;;;
2026-04-28;193660359;Argentina Reserve League;Argentina;10:00;Schedule;-0.6933306055646481;1.8;4.0;2.0;4.0;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;;Deportivo Muniz Reserves;;0.0;0.0;8.0;0;0.0;0 - 0;5.75;Lujan Reserves;;0.0;0.0;1.222;0;0.0;+2.0;0 - 0;0-0;4.0;1.75;-;nan;;;;;;;;;;;;;;;;0.0;0.0;0.0;0.0;;;0.0;0.0;0.0;0.0;nan;[];[];[];[];[];[];[];[];1.0;0.0;0.0;1.0;0.0;0.0;Youth;;;;
2026-04-28;193703971;Rwandan Division 2;Rwanda;10:00;Schedule;-0.26742421189775817;1.8;2.0;2.0;2.0;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;;Intare FC;;0.0;0.0;3.9;0;0.0;0 - 0;3.0;Sunrise FC;;0.0;0.0;1.909;0;0.0;+0.5;0 - 0;0-0;2.0;0.75;-;nan;;;;;;;;;;;;;;;;0.0;0.0;0.0;0.0;;;0.0;0.0;0.0;0.0;nan;[];[];[];[];[];[];[];[];1.0;0.0;0.0;1.0;0.0;0.0;;;;;
2026-04-28;193703973;Rwandan Division 2;Rwanda;10:00;Schedule;0.015384615384615441;1.8;2.0;2.0;2.0;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;;Muhazi United;;0.0;0.0;2.5;0;0.0;0 - 0;3.0;Sina Gerard FC;;0.0;0.0;2.6;0;0.0;0.0;0 - 0;0-0;2.0;0.75;-;nan;;;;;;;;;;;;;;;;0.0;0.0;0.0;0.0;;;0.0;0.0;0.0;0.0;nan;[];[];[];[];[];[];[];[];1.0;0.0;0.0;1.0;0.0;0.0;;332435.0;Muhazi United FC;;
2026-04-28;193703975;Rwandan Division 2;Rwanda;10:00;Schedule;-0.10971786833855796;1.825;2.0, 2.5;1.975;2.0, 2.5;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;;Unity FC;;0.0;0.0;2.9;0;0.0;0 - 0;3.2;Etoile de L'Est;;0.0;0.0;2.2;0;0.0;+0.25;0 - 0;0-0;2.25;1.0;-;nan;;;;;;;;;;;;;;;;0.0;0.0;0.0;0.0;;;0.0;0.0;0.0;0.0;nan;[];[];[];[];[];[];[];[];1.0;0.0;0.0;1.0;0.0;0.0;;;;;
2026-04-28;193659749;Argentina Reserve League;Argentina;10:00;Schedule;0.09090909090909088;1.85;2.5;1.95;2.5;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;;San Martin De Burzaco Reserves;;0.0;0.0;2.2;0;0.0;0 - 0;3.4;Villa San Carlos Reserves;;0.0;0.0;2.75;0;0.0;-0.25;0 - 0;0-0;2.5;1.0;-;nan;;;;;;;;;;;;;;;;0.0;0.0;0.0;0.0;;;0.0;0.0;0.0;0.0;nan;[];[];[];[];[];[];[];[];1.0;0.0;0.0;1.0;0.0;0.0;Youth;;;;
2026-04-28;193700083;Iraq Premier League;Iraq;10:00;Schedule;0.35555555555555557;2.0;2.0;1.8;2.0;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;;Al-Hudood SC;;0.0;0.0;1.8;0;0.0;0 - 0;2.8;Peshmerga Sulaymaniya SC;;0.0;0.0;5.0;0;0.0;-0.5;0 - 0;0-0;2.0;0.75;-;nan;;;;;;;;;;;;;;;;0.0;0.0;0.0;0.0;;;0.0;0.0;0.0;0.0;nan;[];[];[];[];[];[];[];[];1.0;0.0;0.0;1.0;0.0;0.0;;;;;
2026-04-28;193700087;Iraq Premier League;Iraq;10:00;Schedule;0.0;1.9;2.0;1.9;2.0;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;;Al Hussein Baghdad;;0.0;0.0;2.7;0;0.0;0 - 0;2.7;Al Bahri;;0.0;0.0;2.7;0;0.0;0.0;0 - 0;0-0;2.0;0.75;-;nan;;;;;;;;;;;;;;;;0.0;0.0;0.0;0.0;;;0.0;0.0;0.0;0.0;nan;[];[];[];[];[];[];[];[];1.0;0.0;0.0;1.0;0.0;0.0;;;;;
2026-04-28;193700092;Iraq Premier League;Iraq;10:00;Schedule;0.5189823874755383;1.85;2.0;1.95;2.0;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;;Al Jolan SC;;0.0;0.0;1.533;0;0.0;0 - 0;3.0;Afak SC;;0.0;0.0;7.5;0;0.0;-1.0;0 - 0;0-0;2.0;0.75;-;nan;;;;;;;;;;;;;;;;0.0;0.0;0.0;0.0;;;0.0;0.0;0.0;0.0;nan;[];[];[];[];[];[];[];[];1.0;0.0;0.0;1.0;0.0;0.0;;;;;
2026-04-28;193660363;Argentina Reserve League;Argentina;10:00;Schedule;0.0;2.0;3.0;1.8;3.0;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;;Club Leandro N. Alem Reserves;;0.0;0.0;2.4;0;0.0;0 - 0;3.7;Fenix Reserves;;0.0;0.0;2.4;0;0.0;0.0;0 - 0;0-0;3.0;1.25;-;nan;;;;;;;;;;;;;;;;0.0;0.0;0.0;0.0;;;0.0;0.0;0.0;0.0;nan;[];[];[];[];[];[];[];[];1.0;0.0;0.0;1.0;0.0;0.0;Youth;;;;
2026-04-28;193674194;Malaysia Super League;Malaysia;10:00;Schedule;-0.9178981937602627;2.0;4.0;1.8;4.0;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;;Melaka FC;;0.0;0.0;29.0;0;0.0;0 - 0;13.0;Johor Darul Ta'zim;;0.0;0.0;1.05;0;0.0;+3.5;0 - 0;0-0;4.0;1.5;-;nan;;;;;;;;;;;;;;;;0.0;0.0;0.0;0.0;;;0.0;0.0;0.0;0.0;nan;[];[];[];[];[];[];[];[];1.0;0.0;0.0;1.0;0.0;0.0;;991029.0;Melaka FC;;
2026-04-28;193703969;Rwandan Division 2;Rwanda;10:00;Schedule;0.45231572080887156;1.825;2.0, 2.5;1.975;2.0, 2.5;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;;Espoir FC;;0.0;0.0;1.533;0;0.0;0 - 0;3.75;Nkombo FC;;0.0;0.0;5.0;0;0.0;-1.0;0 - 0;0-0;2.25;1.0;-;nan;;;;;;;;;;;;;;;;0.0;0.0;0.0;0.0;;;0.0;0.0;0.0;0.0;nan;[];[];[];[];[];[];[];[];1.0;0.0;0.0;1.0;0.0;0.0;;;;;
2026-04-28;193700101;Iraq Premier League;Iraq;10:00;Schedule;0.4848484848484848;1.95;2.0;1.85;2.0;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;;Naft Al-Basra;;0.0;0.0;1.5;0;0.0;0 - 0;3.7;Naft Al-Wasat;;0.0;0.0;5.5;0;0.0;-1.0;0 - 0;0-0;2.0;0.75;-;nan;;;;;;;;;;;;;;;;0.0;0.0;0.0;0.0;;;0.0;0.0;0.0;0.0;nan;[];[];[];[];[];[];[];[];1.0;0.0;0.0;1.0;0.0;0.0;Women;510194.0;Naft Al-Basra SC;;
2026-04-28;193700097;Iraq Premier League;Iraq;10:00;Schedule;0.3455537370430987;1.9;2.0;1.9;2.0;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;;Kadhimiya SC;;0.0;0.0;1.833;0;0.0;0 - 0;2.7;Al Etisalat SC;;0.0;0.0;5.0;0;0.0;-0.5;0 - 0;0-0;2.0;0.75;-;nan;;;;;;;;;;;;;;;;0.0;0.0;0.0;0.0;;;0.0;0.0;0.0;0.0;nan;[];[];[];[];[];[];[];[];1.0;0.0;0.0;1.0;0.0;0.0;;;;;
2026-04-28;193700949;Israel Youth Cup;Israel;10:15;Schedule;-0.23284823284823275;1.8;3.0;2.0;3.0;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;;Hapoel Beer Sheva U19;;0.0;0.0;3.25;0;0.0;0 - 0;3.8;Hapoel Tel Aviv U19;;0.0;0.0;1.85;0;0.0;+0.5;0 - 0;0-0;3.0;1.25;-;nan;;;;;;;;;;;;;;;;0.0;0.0;0.0;0.0;;;0.0;0.0;0.0;0.0;nan;[];[];[];[];[];[];[];[];1.0;0.0;0.0;1.0;0.0;0.0;Youth;307294.0;Hapoel Beer Sheva;307300.0;Hapoel Tel Aviv
2026-04-28;193700956;Israel Youth Cup;Israel;10:30;Schedule;0.5835208802200551;2.025;3.0, 3.5;1.775;3.0, 3.5;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;;Maccabi Tel Aviv Shachar U19;;0.0;0.0;1.333;0;0.0;0 - 0;5.0;Bnei Yehuda Tel Aviv U19;;0.0;0.0;6.0;0;0.0;-1.5;0 - 0;0-0;3.25;1.25;-;nan;;;;;;;;;;;;;;;;0.0;0.0;0.0;0.0;;;0.0;0.0;0.0;0.0;nan;[];[];[];[];[];[];[];[];1.0;0.0;0.0;1.0;0.0;0.0;Youth;222408.0;Maccabi Tel Aviv;307312.0;Bnei Yehuda Tel Aviv
2026-04-28;193660112;Uzbekistan PFL;Uzbekistan;11:00;Schedule;0.08995502248875564;1.9;2.0, 2.5;1.9;2.0, 2.5;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;;Andijon FK;;0.0;0.0;2.3;0;0.0;0 - 0;3.0;Dinamo Samarqand;;0.0;0.0;2.9;0;0.0;-0.25;0 - 0;0-0;2.25;1.0;-;nan;;;;;;;;;;;;;;;;0.0;0.0;0.0;0.0;;;0.0;0.0;0.0;0.0;nan;[];[];[];[];[];[];[];[];1.0;0.0;0.0;1.0;0.0;0.0;;40267.0;FC Andijon;40259.0;PFK Dinamo Samarqand
2026-04-28;193668769;Portugal U23 League;Portugal;11:00;Schedule;-0.09090909090909088;2.0;3.0;1.8;3.0;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;;Maritimo U23;;0.0;0.0;2.75;0;0.0;0 - 0;3.4;Estrela Amadora U23;;0.0;0.0;2.2;0;0.0;+0.25;0 - 0;0-0;3.0;1.25;-;nan;;;;;;;;;;;;;;;;0.0;0.0;0.0;0.0;;;0.0;0.0;0.0;0.0;nan;[];[];[];[];[];[];[];[];1.0;0.0;0.0;1.0;0.0;0.0;Youth;452105.0;Maritimo Madeira;926675.0;Estrela Amadora
2026-04-28;193668781;Portugal U23 League;Portugal;11:00;Schedule;-0.11904761904761901;1.9;3.0;1.9;3.0;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;;Estoril U23;;0.0;0.0;2.8;0;0.0;0 - 0;3.6;Gil Vicente U23;;0.0;0.0;2.1;0;0.0;+0.25;0 - 0;0-0;3.0;1.25;-;nan;;;;;;;;;;;;;;;;0.0;0.0;0.0;0.0;;;0.0;0.0;0.0;0.0;nan;[];[];[];[];[];[];[];[];1.0;0.0;0.0;1.0;0.0;0.0;Youth;476164.0;Estoril Praia;452133.0;Gil Vicente FC
2026-04-28;193655867;Iraq Stars League;Iraq;11:00;Schedule;0.2113344683080146;1.8;2.5, 3.0;2.0;2.5, 3.0;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;;Al Gharraf;;0.0;0.0;1.909;0;0.0;0 - 0;3.6;Al Minaa;;0.0;0.0;3.2;0;0.0;-0.5;0 - 0;0-0;2.75;1.25;-;nan;;;;;;;;;;;;;;;;0.0;0.0;0.0;0.0;;;0.0;0.0;0.0;0.0;nan;[];[];[];[];[];[];[];[];1.0;0.0;0.0;1.0;0.0;0.0;;1099265.0;Al-Gharraf SC;405353.0;AL Minaa
2026-04-28;193668785;Portugal U23 League;Portugal;11:00;Schedule;-0.2514360899842752;1.8;2.5, 3.0;2.0;2.5, 3.0;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;;Portimonense U23;;0.0;0.0;3.4;0;0.0;0 - 0;3.6;SC Farense U23;;0.0;0.0;1.833;0;0.0;+0.5;0 - 0;0-0;2.75;1.25;-;nan;;;;;;;;;;;;;;;;0.0;0.0;0.0;0.0;;;0.0;0.0;0.0;0.0;nan;[];[];[];[];[];[];[];[];1.0;0.0;0.0;1.0;0.0;0.0;Youth;452097.0;Portimonense;823544.0;SC Farense
2026-04-28;193668798;Portugal U23 League;Portugal;11:00;Schedule;-0.16666666666666669;1.8;2.5, 3.0;2.0;2.5, 3.0;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;;UD Leiria U23;;0.0;0.0;3.0;0;0.0;0 - 0;3.6;Rio Ave U23;;0.0;0.0;2.0;0;0.0;+0.25;0 - 0;0-0;2.75;1.25;-;nan;;;;;;;;;;;;;;;;0.0;0.0;0.0;0.0;;;0.0;0.0;0.0;0.0;nan;[];[];[];[];[];[];[];[];1.0;0.0;0.0;1.0;0.0;0.0;Youth;1274228.0;UD Leiria U23;452101.0;Rio Ave
